sample_location,ufn,species,survey_date,site_id,lat,lon,standard_length,fork_length,weight,date_processed,stock_1,prob_1,stock_2,prob_2,stock_3,prob_3,container_id,comments_sample,comments_fish_health_lab,comments_protocol
BRN42-A9,U4440,SO,2016-06-01,D22,50.24565,-125.396035,91,NA,7.9,2017-09-29,Scotch,0.76,L_Shuswap,0.11,L_Adams,0.04,BRN42,NA,Pred scar just anterior of vent,Don't use top-left scale
BRN42-H4,U4441,SO,2016-06-09,D07,50.190683,-125.143138,88,92,8.7,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,Only one otolith taken
BRN42-G4,U4442,SO,2016-05-28,J02,50.60125,-126.704457,95,101,9.3,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-F4,U4443,SO,2016-06-03,D07,50.190887,-125.143416,91,96,8.6,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-E4,U4444,SO,2016-06-03,D07,50.190887,-125.143416,100,106,10.9,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-D4,U4445,SO,2016-06-09,J09,50.544941,-126.816489,86,91,7.8,2017-09-27,MiddleShuswap,0.92,Seymour,0.04,L_Shuswap,0.03,BRN42,NA,NA,NA
BRN42-C4,U4446,SO,2016-06-09,J09,50.544941,-126.816489,87,93,8.3,2017-09-27,MiddleShuswap,0.77,L_Shuswap,0.11,L_Adams,0.1,BRN42,NA,NA,NA
BRN42-B4,U4447,SO,2016-06-09,J09,50.544941,-126.816489,94,NA,9.7,2017-09-27,MiddleShuswap,0.48,L_Adams,0.33,L_Shuswap,0.16,BRN42,NA,NA,NA
BRN42-A4,U4448,SO,2016-06-09,J09,50.544941,-126.816489,91,96,8,2017-09-27,L_Adams,0.93,Chilko,0.02,Scotch,0.02,BRN42,NA,NA,NA
BRN42-H8,U4449,SO,2016-06-09,J09,50.544941,-126.816489,85,90,7.8,2017-09-27,MiddleShuswap,0.39,Scotch,0.29,Seymour,0.27,BRN42,Brain fell on cool rack,NA,Brain fell on cool rack
BRN42-G8,U4450,SO,2016-06-09,J09,50.544941,-126.816489,98,104,10.8,2017-09-27,Chilko,1,Chilko-North,0,Hudson_Bay,0,BRN42,NA,NA,NA
BRN42-F8,U4451,SO,2016-06-09,J09,50.544941,-126.816489,93,99,10.5,2017-09-28,Mitchell,1,Chilko,0,Kane,0,BRN42,NA,NA,NA
BRN42-E8,U4452,SO,2016-06-09,J09,50.544941,-126.816489,87,93,8.8,2017-09-28,Scotch,0.82,Seymour,0.18,NA,NA,BRN42,NA,NA,NA
BRN42-D8,U4453,SO,2016-06-09,J09,50.544941,-126.816489,91,96,8.9,2017-09-28,Chilko-North,0.98,Bowron,0.01,Quesnel_Horsef,0,BRN42,NA,NA,NA
BRN42-C8,U4454,SO,2016-07-04,J09,50.543818,-126.794456,87,91,9.5,2017-09-28,Woss_Lake,0.92,Nimpkish,0.08,NA,NA,BRN42,NA,NA,NA
BRN42-B8,U4455,SO,2016-07-04,J09,50.543818,-126.794456,125,132,25.6,2017-09-28,Quesnel_Horsef,0.85,M_Horsefly,0.08,Horsefly,0.05,BRN42,NA,NA,NA
BRN42-A8,U4456,SO,2016-07-04,J09,50.543818,-126.794456,90,95,11.4,2017-09-28,Nimpkish,0.76,Woss_Lake,0.24,Vernon,0.01,BRN42,Brain fell on clean part of dissection tray,Huge spleen,Brain fell on clean part of dissection tray ; spleen huge!
BRN42-H10,U4457,SO,2016-07-04,J09,50.543818,-126.794456,102,106,14.5,2017-09-28,Nimpkish,0.53,Woss_Lake,0.47,Vernon,0,BRN42,NA,NA,NA
BRN42-G10,U4458,SO,2016-06-03,D07,50.190887,-125.143416,89,94,8.4,2017-09-29,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-F10,U4459,SO,2016-06-03,D07,50.190887,-125.143416,82,87,7.1,2017-09-29,NA,NA,NA,NA,NA,NA,BRN42,Brain fell on clean part of dissection tray,NA,Brain fell on clean part of dissection tray
BRN42-E10,U4460,SO,2016-06-03,D07,50.190887,-125.143416,98,103,9.7,2017-09-29,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-D10,U4461,SO,2016-06-23,J03,50.55803,-126.73463,108,113,14.3,2017-09-29,L_Shuswap,0.94,MiddleShuswap,0.02,Seymour,0.02,BRN42,NA,Lots of blood around left eye,NA
BRN42-C10,U4462,SO,2016-06-23,J03,50.55803,-126.73463,123,NA,24.1,2017-09-29,Chilko,0.88,Horsefly,0.05,Chilko-North,0.03,BRN42,NA,NA,NA
BRN42-B10,U4463,SO,2016-06-01,D22,50.24565,-125.396035,89,NA,6.7,2017-09-29,L_Adams,0.78,Little,0.18,Scotch,0.01,BRN42,NA,"Lesion by vent, anal fin bloody",NA
BRN42-A10,U4464,SO,2016-06-01,D22,50.24565,-125.396035,90,95,7.1,2017-09-29,L_Adams,0.67,L_Shuswap,0.31,Scotch,0.01,BRN42,NA,NA,NA
BRN42-B7,U4465,SO,2016-06-01,D22,50.24565,-125.396035,85,90,6.6,2017-09-29,Wasko_Cr,0.27,Chilko,0.2,L_Adams,0.17,BRN42,Brain fell on chamois,NA,Brain fell on chamois
BRN42-D12,U4498,SO,2016-06-01,D09,50.308769,-125.326765,86,91,6.9,2017-10-01,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-C12,U4499,SO,2016-06-01,D09,50.308769,-125.326765,89,NA,8.6,2017-10-01,L_Adams,0.54,Wasko_Cr,0.24,Little,0.13,BRN42,NA,NA,NA
BRN42-B12,U4500,SO,2016-06-01,D09,50.308769,-125.326765,97,103,10.2,2017-10-01,L_Shuswap,0.88,L_Adams,0.07,Little,0.04,BRN42,"Kidney came out with stomach, may have touched chamois",NA,"Kidney came out with stomach, may have touched chamois"
BRN42-A12,U4501,SO,2016-06-01,D09,50.308769,-125.326765,89,94,8.3,2017-10-01,Horsefly,0.71,Wasko_Cr,0.15,L_Adams,0.13,BRN42,NA,NA,NA
BRN42-E11,U4489,SO,2016-06-01,D22,50.24565,-125.396035,84,89,6.7,2017-09-30,L_Shuswap,1,MiddleShuswap,0,NA,NA,BRN42,NA,NA,NA
BRN42-C11,U4490,SO,2016-06-01,D22,50.24565,-125.396035,88,93,7.9,2017-09-30,Horsefly,0.58,L_Adams,0.29,Chilko,0.09,BRN42,NA,NA,NA
BRN42-B11,U4491,SO,2016-06-01,D22,50.24565,-125.396035,80,NA,6,2017-09-30,L_Shuswap,1,MiddleShuswap,0,Little,0,BRN42,NA,NA,NA
BRN42-A11,U4492,SO,2016-06-01,D22,50.24565,-125.396035,82,87,5.8,2017-09-30,L_Shuswap,1,L_Adams,0,Little,0,BRN42,NA,NA,NA
BRN42-A7,U4493,SO,2016-06-01,D27,50.274055,-125.328828,89,NA,9,2017-09-30,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-H12,U4494,SO,2016-06-01,D27,50.274055,-125.328828,90,95,8.4,2017-09-30,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-G12,U4495,SO,2016-06-01,D27,50.274055,-125.328828,91,96,7.3,2017-09-30,NA,NA,NA,NA,NA,NA,BRN42,NA,slice on tail,NA
BRN42-F12,U4496,SO,2016-06-01,D27,50.274055,-125.328828,99,105,11,2017-09-30,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-E12,U4497,SO,2016-06-01,D27,50.274055,-125.328828,88,93,8,2017-09-30,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN43-H9,U4382,SO,2016-06-03,J07,50.459012,-126.1695,99,NA,9.4,2017-10-04,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-G9,U4383,SO,2016-06-01,D27,50.274055,-125.328828,85,NA,7.7,2017-10-04,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-F9,U4384,SO,2016-05-27,D22,50.243773,-125.397476,86,NA,7.4,2017-10-04,Little,0.52,L_Adams,0.39,MiddleShuswap,0.05,BRN43,NA,NA,NA
BRN43-E9,U4385,SO,2016-05-27,D22,50.243773,-125.397476,92,NA,7.8,2017-10-04,L_Adams,0.69,L_Shuswap,0.2,Little,0.07,BRN43,NA,NA,NA
BRN43-D9,U4386,SO,2016-05-27,D22,50.243773,-125.397476,81,NA,6,2017-10-05,Chilko,0.98,L_Adams,0.01,Kuzkwa_Cr,0,BRN43,NA,NA,1 otolith. extra muscle stored at -20 overnight
BRN43-C9,U4387,SO,2016-05-27,D22,50.243773,-125.397476,87,92,6.9,2017-10-05,L_Shuswap,0.8,Little,0.08,L_Adams,0.07,BRN43,NA,NA,Extra muscle stored at -20 overnight
BRN43-B9,U4388,SO,2016-05-27,D22,50.243773,-125.397476,96,NA,9.4,2017-10-05,Chilko,1,Horsefly,0,Chilko-North,0,BRN43,NA,NA,Sea lice were not complete specimens to id. extra muscle stored at -20 overnight
BRN43-A9,U4389,SO,2016-05-27,D22,50.243773,-125.397476,91,NA,8.1,2017-10-05,L_Shuswap,0.99,MiddleShuswap,0.01,L_Adams,0,BRN43,NA,NA,Extra muscle stored at -20 overnight
BRN43-C5,U4390,SO,2016-06-03,J07,50.459012,-126.1695,88,93,7.8,2017-10-04,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-H2,U4411,SO,2016-06-01,D09,50.308769,-125.326765,97,102,8.6,2017-10-02,L_Shuswap,0.95,L_Adams,0.04,MiddleShuswap,0,BRN43,NA,NA,NA
BRN43-G2,U4412,SO,2016-05-14,D07,50.19304,-125.136573,112,NA,14.1,2017-10-02,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-H3,U4466,SO,2016-05-14,D07,50.19304,-125.136573,100,NA,10.5,2017-10-02,NA,NA,NA,NA,NA,NA,BRN43,Kidney touched by muscle of U4473,NA,Kidney touched by muscle of u4473
BRN43-G3,U4467,SO,2016-05-14,D07,50.19304,-125.136573,92,97,9,2017-10-02,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-F3,U4468,SO,2016-05-14,D07,50.19304,-125.136573,97,103,10.8,2017-10-02,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-E3,U4469,SO,2016-05-14,D07,50.19304,-125.136573,118,122,14.3,2017-10-02,NA,NA,NA,NA,NA,NA,BRN43,NA,White spot on stomach,NA
BRN43-D3,U4470,SO,2016-05-14,D07,50.19304,-125.136573,123,130,20.4,2017-10-02,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-C3,U4471,SO,2016-05-14,D07,50.19304,-125.136573,87,92,6.9,2017-10-02,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,Only 1 otolith
BRN43-B3,U4472,SO,2016-05-14,D07,50.19304,-125.136573,85,90,7.2,2017-10-02,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-A3,U4473,SO,2016-06-09,J09,50.544941,-126.816489,103,108,11,2017-10-02,L_Adams,0.75,MiddleShuswap,0.1,Chilko,0.07,BRN43,Muscle touched kidney of U4466,NA,Muscle touched kidney of u4466
BRN43-H6,U4474,SO,2016-06-09,J09,50.544941,-126.816489,88,NA,7.3,2017-10-02,MiddleShuswap,0.47,L_Shuswap,0.38,Quesnel_Horsef,0.07,BRN43,NA,NA,NA
BRN43-G6,U4475,SO,2016-06-09,J09,50.544941,-126.816489,95,100,10.8,2017-10-02,Quesnel_Horsef,0.71,McKinley,0.13,M_Horsefly,0.06,BRN43,NA,NA,NA
BRN43-F6,U4476,SO,2016-06-09,J09,50.544941,-126.816489,92,97,8.5,2017-10-02,L_Shuswap,0.51,MiddleShuswap,0.46,L_Adams,0.02,BRN43,NA,NA,NA
BRN43-E6,U4477,SO,2016-06-09,J09,50.544941,-126.816489,95,100,9.1,2017-10-02,Mitchell,1,Quesnel_Mitche,0,Blue_Lead_Ck,0,BRN43,NA,NA,NA
BRN43-D6,U4478,SO,2016-06-03,J07,50.459012,-126.1695,89,94,8.3,2017-10-04,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-C6,U4479,SO,2016-06-03,J07,50.459012,-126.1695,95,100,9.8,2017-10-04,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,Fish fell on floor (not the side from which muscle is taken)
BRN43-B6,U4480,SO,2016-06-03,J07,50.459012,-126.1695,100,105,10.8,2017-10-04,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-A6,U4481,SO,2016-06-03,J07,50.459012,-126.1695,97,102,9.7,2017-10-04,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-H10,U4482,SO,2016-05-27,D22,50.243773,-125.397476,93,98,7.5,2017-10-04,L_Shuswap,1,MiddleShuswap,0,NA,NA,BRN43,NA,NA,NA
BRN43-G10,U4483,SO,2016-05-27,D22,50.243773,-125.397476,90,NA,7.2,2017-10-04,L_Adams,0.8,L_Shuswap,0.11,Little,0.07,BRN43,NA,NA,1 broken otolith
BRN43-F10,U4484,SO,2016-05-27,D22,50.243773,-125.397476,96,NA,9.8,2017-10-05,Horsefly,0.46,U_Horsefly,0.28,Quesnel_Horsef,0.23,BRN43,Kidney fell on a cryotube in cool rack,NA,Kidney fell on a cryotube in cool rack. extra muscle stored at -20 overnight
BRN43-E10,U4485,SO,2016-05-27,D22,50.243773,-125.397476,91,96,8.4,2017-10-05,L_Adams,0.88,Little,0.07,MiddleShuswap,0.02,BRN43,NA,NA,Extra muscle stored at -20 overnight
BRN43-D10,U4486,SO,2016-05-27,D22,50.243773,-125.397476,83,88,7.1,2017-10-05,Little,0.89,L_Adams,0.07,L_Shuswap,0.03,BRN43,NA,NA,Extra muscle stored at -20 overnight
BRN43-C10,U4487,SO,2016-05-27,D22,50.243773,-125.397476,90,95,8.3,2017-10-05,Seymour,1,Eagle,0,Scotch,0,BRN43,NA,NA,Extra muscle stored at -20 overnight
BRN43-B10,U4488,SO,2016-05-27,D22,50.243773,-125.397476,84,89,7.2,2017-10-05,Little,0.43,L_Adams,0.33,Chilko,0.07,BRN43,NA,NA,Extra muscle stored at -20 overnight
BRN43-H1,U4502,SO,2016-06-01,D09,50.308769,-125.326765,82,88,7.4,2017-10-01,L_Shuswap,0.49,Scotch,0.25,L_Adams,0.22,BRN43,NA,NA,NA
BRN43-G1,U4503,SO,2016-06-01,D09,50.308769,-125.326765,87,92,7.6,2017-10-01,L_Shuswap,0.98,Little,0.01,MiddleShuswap,0,BRN43,NA,"Slice on tail, bloody pelvic fins",NA
BRN43-F1,U4504,SO,2016-06-01,D09,50.308769,-125.326765,100,105,11.5,2017-10-01,Chilko,1,L_Adams,0,Stellako,0,BRN43,NA,Large chunk of flesh missing from in front of dorsal fin,NA
BRN43-E1,U4505,SO,2016-06-01,D09,50.308769,-125.326765,83,NA,7.1,2017-10-01,Horsefly,0.98,McKinley,0.01,L_Shuswap,0,BRN43,NA,NA,NA
BRN43-D1,U4506,SO,2016-06-01,D09,50.308769,-125.326765,97,NA,10,2017-10-02,L_Shuswap,0.67,L_Adams,0.27,Little,0.03,BRN43,NA,NA,NA
BRN43-C1,U4507,SO,2016-05-14,D07,50.19304,-125.136573,101,NA,12.6,2017-10-02,NA,NA,NA,NA,NA,NA,BRN43,NA,Fish had large white mass on liver,NA
BRN43-B1,U4508,SO,2016-05-14,D07,50.19304,-125.136573,86,90,7,2017-10-02,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-A1,U4509,SO,2016-05-14,D07,50.19304,-125.136573,84,NA,6.8,2017-10-02,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-H4,U4510,SO,2016-05-14,D07,50.19304,-125.136573,118,124,15.9,2017-10-02,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-G4,U4511,SO,2016-05-14,D07,50.19304,-125.136573,100,105,10.7,2017-10-02,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-F4,U4512,SO,2016-06-09,J09,50.544941,-126.816489,91,96,8.7,2017-10-02,MiddleShuswap,0.95,L_Shuswap,0.03,Chilko,0.01,BRN43,Dropped brain on bench,"Lots of blood on back half of fish, liver really pale",Dropped brain on bench
BRN43-F2,U4513,SO,2016-05-14,D07,50.19304,-125.136573,95,NA,8.2,2017-10-02,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-E2,U4514,SO,2016-05-14,D07,50.19304,-125.136573,113,118,14.2,2017-10-02,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-D2,U4515,SO,2016-05-14,D07,50.19304,-125.136573,89,95,7.5,2017-10-02,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-C2,U4516,SO,2016-05-14,D07,50.19304,-125.136573,116,123,18.1,2017-10-02,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-B2,U4517,SO,2016-05-14,D07,50.19304,-125.136573,117,124,17.8,2017-10-02,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-A2,U4518,SO,2016-05-14,D07,50.19304,-125.136573,106,111,12.4,2017-10-02,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-H5,U4519,SO,2016-06-21,D09,50.30661,-125.335266,99,104,11.3,2017-10-03,Fennell,0.99,Chilko,0,Chilko_south,0,BRN43,NA,NA,NA
BRN43-G5,U4520,SO,2016-05-27,J09,50.543432,-126.8134,97,102,9.3,2017-10-03,Chilko,0.8,Little,0.12,Tachie,0.04,BRN43,NA,NA,NA
BRN43-F5,U4521,SO,2016-05-27,J09,50.543432,-126.8134,93,98,9.1,2017-10-03,Quesnel_Horsef,0.85,U_Horsefly,0.11,Little,0.01,BRN43,NA,NA,NA
BRN43-E5,U4522,SO,2016-05-27,J09,50.543432,-126.8134,95,100,10,2017-10-03,Quesnel_Horsef,0.75,U_Horsefly,0.15,Horsefly,0.06,BRN43,NA,NA,NA
BRN43-D5,U4523,SO,2016-05-27,J09,50.543432,-126.8134,85,NA,7.1,2017-10-03,Little,0.64,L_Adams,0.18,Scotch,0.1,BRN43,NA,NA,NA
BRN43-C11,U4524,SO,2016-06-09,D07,50.190683,-125.143138,90,95,7.7,2017-10-10,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-B11,U4525,SO,2016-06-09,D07,50.190683,-125.143138,88,NA,7.3,2017-10-10,NA,NA,NA,NA,NA,NA,BRN43,NA,Lesions and scars on right lower flank,NA
BRN43-A11,U4526,SO,2016-05-23,D09,50.30908,-125.325703,88,93,7.4,2017-10-10,L_Shuswap,0.96,MiddleShuswap,0.04,Little,0,BRN43,NA,NA,NA
BRN43-E4,U4537,SO,2016-06-09,J09,50.544941,-126.816489,72,78,5.1,2017-10-02,Chilko,0.53,Quesnel_Horsef,0.2,L_Adams,0.19,BRN43,NA,NA,NA
BRN43-D4,U4538,SO,2016-06-09,J09,50.544941,-126.816489,95,NA,8.3,2017-10-02,MiddleShuswap,0.92,L_Shuswap,0.07,L_Adams,0.01,BRN43,NA,NA,NA
BRN43-C4,U4539,SO,2016-06-09,J09,50.544941,-126.816489,88,93,6.9,2017-10-03,MiddleShuswap,0.83,L_Shuswap,0.17,L_Adams,0,BRN43,NA,NA,NA
BRN43-B4,U4540,SO,2016-06-21,D09,50.30661,-125.335266,99,105,10,2017-10-03,MiddleShuswap,0.98,L_Adams,0.01,Little,0.01,BRN43,NA,NA,NA
BRN43-A4,U4541,SO,2016-06-21,D09,50.30661,-125.335266,89,NA,8.1,2017-10-03,MiddleShuswap,0.77,L_Adams,0.21,Little,0.02,BRN43,NA,NA,NA
BRN43-H7,U4542,SO,2016-06-21,D09,50.30661,-125.335266,97,102,9.8,2017-10-03,MiddleShuswap,0.98,L_Adams,0.02,Little,0,BRN43,NA,NA,NA
BRN43-G7,U4543,SO,2016-05-27,J09,50.543432,-126.8134,91,97,8.5,2017-10-03,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-F7,U4544,SO,2016-05-27,J09,50.543432,-126.8134,92,NA,8,2017-10-03,L_Shuswap,0.99,MiddleShuswap,0.01,L_Adams,0,BRN43,NA,NA,NA
BRN43-E7,U4545,SO,2016-05-27,J09,50.543432,-126.8134,95,101,9.7,2017-10-03,Scotch,0.92,Seymour,0.06,Eagle,0.01,BRN43,NA,NA,NA
BRN43-D7,U4546,SO,2016-05-27,J09,50.543432,-126.8134,87,NA,7.2,2017-10-03,Little,0.73,L_Adams,0.15,Tachie,0.04,BRN43,NA,NA,NA
BRN43-C7,U4547,SO,2016-05-27,J09,50.543432,-126.8134,78,82,5.7,2017-10-03,Chilko,0.88,Quesnel_Horsef,0.06,U_Horsefly,0.02,BRN43,NA,NA,NA
BRN43-B7,U4548,SO,2016-05-27,J09,50.543432,-126.8134,94,99,8.8,2017-10-03,L_Shuswap,0.96,L_Adams,0.02,Little,0.01,BRN43,NA,NA,NA
BRN43-A7,U4549,SO,2016-06-03,J07,50.459012,-126.1695,92,97,9.1,2017-10-04,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-H8,U4550,SO,2016-06-03,J07,50.459012,-126.1695,92,96,9.3,2017-10-04,NA,NA,NA,NA,NA,NA,BRN43,NA,Pale liver,NA
BRN43-G8,U4551,SO,2016-06-03,J07,50.459012,-126.1695,96,NA,10,2017-10-04,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-F8,U4552,SO,2016-05-14,D07,50.19304,-125.136573,83,89,6.7,2017-10-04,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-E8,U4553,SO,2016-05-27,D22,50.243773,-125.397476,92,98,8.7,2017-10-04,L_Adams,0.93,L_Shuswap,0.04,Seymour,0.02,BRN43,Dropped kidney on cool rack,NA,Dropped kidney on cool rack
BRN43-B5,U4585,SO,2016-06-03,J07,50.459012,-126.1695,90,95,7.8,2017-10-04,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-A5,U4586,SO,2016-05-27,D22,50.243773,-125.397476,85,NA,7.1,2017-10-04,L_Shuswap,0.82,Little,0.1,L_Adams,0.08,BRN43,NA,NA,NA
BRN43-H11,U4587,SO,2016-05-27,D22,50.243773,-125.397476,93,NA,8.5,2017-10-04,Seymour,0.99,L_Adams,0,Little,0,BRN43,NA,NA,NA
BRN43-G11,U4588,SO,2016-06-09,D07,50.190683,-125.143138,89,NA,6.9,2017-10-06,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-F11,U4589,SO,2016-06-09,D07,50.190683,-125.143138,91,NA,8.2,2017-10-06,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-E11,U4590,SO,2016-06-09,D07,50.190683,-125.143138,85,NA,6.8,2017-10-06,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-D11,U4591,SO,2016-06-09,D07,50.190683,-125.143138,90,NA,7.8,2017-10-06,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-A10,U4609,SO,2016-05-27,D22,50.243773,-125.397476,85,89,7.2,2017-10-05,L_Adams,0.44,Seymour,0.3,Little,0.15,BRN43,NA,NA,Extra muscle stored at -20 overnight
BRN43-D8,U4610,SO,2016-05-27,D22,50.243773,-125.397476,98,103,9.9,2017-10-05,L_Shuswap,0.25,Kuzkwa_Cr,0.24,L_Adams,0.17,BRN43,NA,NA,Extra muscle stored at -20 overnight
BRN43-C8,U4611,SO,2016-05-27,D22,50.243773,-125.397476,88,93,8,2017-10-05,L_Adams,0.64,Little,0.2,L_Shuswap,0.13,BRN43,NA,NA,Extra muscle stored at -20 overnight
BRN43-B8,U4612,SO,2016-05-27,D22,50.243773,-125.397476,81,85,6.4,2017-10-05,Chilko,0.96,Roaring,0.03,Horsefly,0,BRN43,NA,NA,Extra muscle stored at -20 overnight
BRN43-A8,U4613,SO,2016-06-09,D07,50.190683,-125.143138,86,91,6.9,2017-10-05,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,Extra muscle stored at -20 overnight
BRN43-H12,U4614,SO,2016-06-09,D07,50.190683,-125.143138,109,115,14.8,2017-10-10,NA,NA,NA,NA,NA,NA,BRN43,NA,NA,NA
BRN43-G12,U4615,SO,2016-05-23,D09,50.30908,-125.325703,83,NA,6.2,2017-10-10,Chilko,0.97,L_Adams,0.02,L_Shuswap,0,BRN43,NA,NA,NA
BRN43-F12,U4616,SO,2016-05-23,D09,50.30908,-125.325703,91,96,7.6,2017-10-10,Middle,0.34,L_Shuswap,0.28,Tachie,0.14,BRN43,NA,NA,NA
BRN43-E12,U4617,SO,2016-05-23,D09,50.30908,-125.325703,100,105,10.7,2017-10-10,Middle,0.37,Kuzkwa_Cr,0.26,Tachie,0.23,BRN43,NA,NA,NA
BRN43-D12,U4618,SO,2016-05-23,D09,50.30908,-125.325703,78,NA,5.4,2017-10-10,Chilko,0.99,L_Adams,0,Chilko_south,0,BRN43,NA,NA,NA
BRN43-C12,U4619,SO,2016-05-23,D09,50.30908,-125.325703,84,89,6.5,2017-10-10,L_Adams,0.72,Little,0.07,Roaring,0.06,BRN43,NA,NA,NA
BRN43-B12,U4620,SO,2016-05-23,D09,50.30908,-125.325703,74,78,4.9,2017-10-10,Chilko,0.5,L_Adams,0.25,Little,0.18,BRN43,NA,NA,NA
BRN43-A12,U4621,SO,2016-05-23,D09,50.30908,-125.325703,79,NA,5.5,2017-10-10,Roaring,0.77,Quesnel_Mitche,0.2,Quesnel_Horsef,0.02,BRN43,NA,NA,NA
BRN44-A10,U1755,SO,2016-06-02,J09,50.543432,-126.8134,91,99,9.2,2017-10-16,L_Adams,0.57,L_Shuswap,0.35,Seymour,0.05,BRN44,NA,NA,Enumerated for sea lice only 2016-09-07 by bj. qa/qc by cj
BRN44-B10,U1760,SO,2016-06-02,J09,50.543432,-126.8134,102,108,14.4,2017-10-16,Quesnel_Horsef,0.81,M_Horsefly,0.13,Horsefly,0.06,BRN44,NA,NA,Enumerated for sea lice only 2016-09-07 by bj. qa/qc by cj
BRN44-C11,U1875,SO,2016-06-16,D07,50.191383,-125.143884,101,104,10.7,2017-10-18,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,Sea-lice enumeration only 2016-09-21 by bj. qc by cj
BRN44-D11,U1883,SO,2016-06-16,D07,50.191383,-125.143884,91,98,7.8,2017-10-18,NA,NA,NA,NA,NA,NA,BRN44,NA,NA,Sea-lice enumeration only 2016-09-21 by cj. qc by bj
BRN44-A12,U2192,SO,2016-06-10,J03,50.547475,-126.676942,94,98,10,2017-10-17,L_Adams,0.61,MiddleShuswap,0.35,L_Shuswap,0.02,BRN44,NA,NA,Sea lice enumeration 2016-10-16 by cvj (qa/qc by bmm)
BRN44-B12,U2193,SO,2016-06-10,J03,50.547475,-126.676942,94,98,9.3,2017-10-17,Chilko,0.71,L_Adams,0.17,Seymour,0.05,BRN44,NA,Back half of fish has lots of missing scales and can see muslce tissue through skin,Sea lice enumeration 2016-10-16 by cvj (qa/qc by bmm). fork length estimated.
BRN44-C12,U2194,SO,2016-06-10,J03,50.547475,-126.676942,121,136,18.2,2017-10-17,Chilko,0.92,Chilko-North,0.08,NA,NA,BRN44,NA,NA,Sea lice enumeration 2016/10/16 by cvj
BRN44-F12,U2195,SO,2016-06-10,J03,50.547475,-126.676942,103,114,11.5,2017-10-17,L_Shuswap,0.64,MiddleShuswap,0.36,NA,NA,BRN44,NA,NA,Sea lice enumeration 2016/10/16 by cvj
