ufn,semsp_id,date_processed,cwt,adipose,weight,standard_length,fork_length,length delta,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,qc_data
U168,2015-05-23-J10-SO-13,2015-10-13,none,none,10.5,NA,110,NA,NA,From JS thawed fish. 1 cal b cal not retained,1 cal b cal not retained,KI,work-up excluding cold samples,DS
U169,2015-05-22-J07-SO-11,2015-10-13,none,none,11.9,NA,104,NA,NA,From JS thawed fish,NA,KI,work-up excluding cold samples,DS
U170,2015-05-22-J07-SO-6,2015-10-13,none,none,10.6,NA,103,NA,NA,From JS thawed fish,1 otolith,KI,work-up excluding cold samples,DS
U175,2015-05-23-J10-SO-11,2015-10-13,none,none,11.7,NA,107,NA,NA,From JS thawed fish,NA,DS,work-up excluding cold samples,KI
U176,2015-05-23-J10-SO-9,2015-10-13,none,none,9.3,NA,96,NA,NA,"From JS thawed fish. Cracked otolith, only 1 retained",Lots of scales missing,DS,work-up excluding cold samples,KI
U177,2015-05-23-J10-SO-7,2015-10-13,none,none,14,NA,111,NA,NA,From JS thawed fish,NA,DS,work-up excluding cold samples,KI
U178,2015-05-22-J07-SO-15,2015-10-13,none,none,12.8,NA,106,NA,NA,From JS thawed fish,NA,DS,work-up excluding cold samples,KI
U179,2015-05-22-J07-SO-7,2015-10-13,none,none,11.2,NA,102,NA,NA,From JS thawed fish,NA,DS,work-up excluding cold samples,LP
U184,2015-05-23-J10-SO-2,2015-10-13,none,none,13.8,NA,106,NA,NA,From JS thawed fish,NA,CK,work-up excluding cold samples,LP
U185,2015-05-23-J10-SO-12,2015-10-13,none,none,10.8,NA,93,NA,NA,From JS thawed fish,NA,CK,work-up excluding cold samples,LP
U186,2015-05-23-J10-SO-15,2015-10-13,none,none,13,NA,103,NA,NA,From JS thawed fish,NA,CK,work-up excluding cold samples,LP
U187,2015-05-22-J07-SO-14,2015-10-13,none,none,12.6,NA,108,NA,NA,From JS thawed fish,NA,CK,work-up excluding cold samples,LP
U188,2015-05-22-J07-SO-4,2015-10-13,none,none,10.6,NA,102,NA,NA,From JS thawed fish,NA,CK,work-up excluding cold samples,LP
U189,2015-05-22-J07-SO-2,2015-10-13,none,none,13.4,NA,108,NA,NA,From JS thawed fish,NA,CK,work-up excluding cold samples,LP
U191,2015-05-22-J07-SO-3,2015-10-13,none,none,17.7,NA,120,NA,NA,From JS thawed fish,1 otolith,KI,work-up excluding cold samples,DS
U180,2015-05-22-J07-SO-9,2015-10-14,none,none,11.8,NA,108,NA,NA,From JS thawed fish. 1 caligus chal a not retained,NA,DS,work-up excluding cold samples,KI
U192,2015-05-22-J07-SO-13,2015-10-14,none,none,13.8,NA,112,NA,NA,From JS thawed fish,NA,KI,work-up excluding cold samples,DS
U193,2015-05-22-J07-SO-10,2015-10-14,none,none,12.8,NA,108,NA,NA,From JS thawed fish,1 otolith,KI,work-up excluding cold samples,DS
U194,2015-05-22-J07-SO-12,2015-10-14,none,none,15,NA,128,NA,NA,From JS thawed fish,NA,KI,work-up excluding cold samples,DS
U195,2015-05-22-J04-CO-7,2015-10-14,none,none,29.8,NA,139,NA,NA,From JS thawed fish,NA,KI,work-up excluding cold samples,DS
U201,2015-05-22-J07-SO-8,2015-10-14,none,none,13.4,NA,105,NA,NA,From JS thawed fish,NA,DS,work-up excluding cold samples,KI
U202,2015-05-22-J07-SO-5,2015-10-14,none,none,14.9,NA,113,NA,NA,From JS thawed fish,NA,DS,work-up excluding cold samples,KI
U203,2015-05-22-J07-SO-1,2015-10-14,none,none,11.7,NA,103,NA,NA,From JS thawed fish. 1 caligus chal a not retained,1 caligus chal a not retained,DS,work-up excluding cold samples,KI
U204,2015-05-22-J04-CO-6,2015-10-14,none,none,17.8,NA,119,NA,NA,From JS thawed fish,NA,DS,work-up excluding cold samples,KI
U190,2015-05-22-J04-CU-2,2015-10-16,none,none,18.5,NA,120,NA,NA,From JS thawed fish,NA,CK,work-up excluding cold samples,KI
U196,2015-05-22-J04-CU-1,2015-10-16,none,none,13.6,NA,109,NA,NA,From JS thawed fish,1 otolith,KI,work-up excluding cold samples,CK
U197,2015-05-22-J04-SO-29,2015-10-16,none,none,17.1,NA,113,NA,NA,From JS thawed fish,NA,KI,work-up excluding cold samples,CK
U198,2015-05-22-J04-CO-3,2015-10-16,none,none,37.8,NA,150,NA,NA,From JS thawed fish,NA,KI,work-up excluding cold samples,CK
U199,2015-05-22-J04-CO-8,2015-10-16,none,none,48.6,NA,155,NA,NA,From JS thawed fish,NA,KI,work-up excluding cold samples,CK
U205,2015-05-22-J04-CO-10,2015-10-16,none,none,38.8,NA,153,NA,NA,From JS thawed fish,NA,DS,work-up excluding cold samples,KI
U206,2015-05-22-J04-CO-5,2015-10-16,CWT,none,29.7,NA,136,NA,NA,From JS thawed fish,NA,DS,work-up excluding cold samples,KI
U211,2015-05-22-J04-CO-4,2015-10-16,none,none,31.4,NA,142,NA,NA,From JS thawed fish,NA,CK,work-up excluding cold samples,KI
U212,2015-05-22-J04-CO-2,2015-10-16,none,none,30.3,NA,138,NA,NA,From JS thawed fish,Tag said j08 typo?,CK,work-up excluding cold samples,KI
U127,2015-05-15-D05-SO-29,2015-10-20,none,none,8.2,NA,88,NA,NA,RNA samples being sent to Miller lab for trial,1 otolith,LP,full work-up 1,KI
U200,2015-05-15-D05-SO-30,2015-10-20,none,none,8,NA,82,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS
U207,2015-05-15-D05-SO-27,2015-10-20,none,none,8.6,NA,93,NA,NA,RNA samples being sent to Miller lab for trial. DNA small chunk taken,NA,DS,full work-up 1,DS
U208,2015-05-15-D05-SO-24,2015-10-20,none,none,8.2,NA,92,NA,NA,"RNA samples being sent to Miller lab for trial. 1 caligus cal a not retained, kidney in vial labeled f1",NA,DS,full work-up 1,DS
U209,2015-05-15-D05-SO-26,2015-10-20,none,none,10.2,NA,92,NA,NA,RNA samples being sent to Miller lab for trial,NA,DS,full work-up 1,DS
U210,2015-05-21-D07-SO-24,2015-10-20,none,none,10,NA,98,NA,NA,RNA samples being sent to Miller lab for trial. no otoliths. 1 cal a caligus not retained,No otoliths,DS,full work-up 1,DS
U213,2015-05-15-D05-SO-25,2015-10-20,none,none,11.4,NA,92,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS
U214,2015-05-15-D05-SO-21,2015-10-20,none,none,7.6,NA,87,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS
U215,2015-05-15-D05-SO-28,2015-10-20,none,none,10.7,NA,100,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS
U216,2015-05-21-D07-SO-29,2015-10-20,none,none,9.6,NA,96,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS
U217,2015-05-21-D07-SO-26,2015-10-20,none,none,10.6,NA,100,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS
U231,2015-05-15-D05-SO-22,2015-10-20,none,none,10.7,NA,96,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS
U232,2015-05-15-D05-SO-23,2015-10-20,none,none,8.9,NA,92,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS
U233,2015-05-21-D07-SO-23,2015-10-20,none,none,9,NA,100,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS
U234,2015-05-21-D07-SO-28,2015-10-20,none,none,8.6,NA,103,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS
U235,2015-05-21-D07-SO-22,2015-10-20,none,none,7.8,NA,100,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS
U241,2015-05-21-D07-SO-27,2015-10-20,none,none,9.3,NA,99,NA,NA,RNA samples being sent to Miller lab for trial,NA,DS,full work-up 1,DS
U128,2015-05-21-D07-SO-21,2015-10-21,none,none,11.2,NA,104,NA,NA,RNA samples being sent to Miller lab for trial,NA,LP,full work-up 1,CK
U218,2015-05-21-D07-SO-25,2015-10-21,none,none,10,NA,100,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,LP
U219,2015-06-05-D07-SO-8,2015-10-21,none,none,14.5,NA,106,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,LP
U220,2015-06-05-D07-SO-4,2015-10-21,none,none,11.9,NA,104,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,LP
U221,2015-06-05-D07-SO-9,2015-10-21,none,none,16,NA,105,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,LP
U222,2015-06-05-D07-SO-7,2015-10-21,none,none,14,NA,109,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,LP
U223,2015-07-02-D09-SO-1,2015-10-21,none,none,26,NA,126,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,LP
U236,2015-05-21-D07-SO-30,2015-10-21,none,none,11,NA,98,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,CK
U237,2015-06-05-D07-SO-2,2015-10-21,none,none,17.1,NA,109,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,CK
U238,2015-06-05-D07-SO-6,2015-10-21,none,none,NA,NA,115,NA,NA,RNA samples being sent to Miller lab for trial,Hemorhagged pelic fins,KI,full work-up 1,CK
U239,2015-06-05-D07-SO-5,2015-10-21,none,none,15,NA,104,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,CK
U240,2015-07-02-D09-SO-6,2015-10-21,none,none,24.4,NA,127,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,CK
U242,2015-06-05-D07-SO-10,2015-10-21,none,none,19.3,NA,119,NA,NA,RNA samples being sent to Miller lab for trial. 2 cal copes not retained,NA,DS,full work-up 1,KI
U243,2015-06-05-D07-SO-1,2015-10-21,none,none,16.2,NA,109,NA,NA,RNA samples being sent to Miller lab for trial. 1 cal cope not retained,1 otolith,DS,full work-up 1,KI
U244,2015-06-05-D07-SO-3,2015-10-21,none,none,17.6,NA,115,NA,NA,RNA samples being sent to Miller lab for trial,NA,DS,full work-up 1,KI
U245,2015-07-02-D09-SO-8,2015-10-21,none,none,21.8,NA,121,NA,NA,RNA samples being sent to Miller lab for trial. no fatty acid sample taken.,NA,DS,full work-up 1,KI
U246,2015-07-02-D09-SO-3,2015-10-21,none,none,21.1,NA,122,NA,NA,RNA samples being sent to Miller lab for trial,NA,DS,full work-up 1,KI
U247,2015-07-02-D09-SO-2,2015-10-22,none,none,26.4,NA,125,NA,NA,RNA samples being sent to Miller lab for trial,NA,DS,full work-up 1,DS
U248,2015-07-02-D09-SO-10,2015-10-22,none,none,28.6,NA,124,NA,NA,RNA samples being sent to Miller lab for trial. Preadult caligus female in two pieces in vial.,NA,DS,full work-up 1,DS
U249,2015-07-14-D09-SO-21,2015-10-22,none,none,3.4,NA,67,NA,NA,RNA samples being sent to Miller lab for trial. Tissue samples may be compromised due to small size of fish,unidetentified organism found,DS,full work-up 1,DS
U250,2015-07-14-D09-SO-17,2015-10-22,none,none,6.5,NA,83,NA,NA,RNA samples being sent to Miller lab for trial. 1 caligus chal a not retained,NA,DS,full work-up 1,DS
U251,2015-07-02-D09-SO-4,2015-10-22,none,none,29.5,NA,129,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS
U252,2015-07-02-D09-SO-7,2015-10-22,none,none,25.8,NA,127,NA,NA,"RNA samples being sent to Miller lab for trial. 1 cal, caligus cope not retained",NA,KI,full work-up 1,DS
U253,2015-07-02-D09-SO-9,2015-10-22,none,none,NA,NA,115,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS
U254,2015-07-14-D09-SO-16,2015-10-22,none,none,6.1,NA,84,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS
U255,2015-07-14-D09-SO-19,2015-10-22,none,none,7.5,NA,85,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS
U129,2015-07-14-D09-SO-20,2015-10-23,none,none,2.8,NA,63,NA,NA,RNA samples being sent to Miller lab for trial,NA,LP,full work-up 1,DS
U224,2015-07-14-D09-SO-25,2015-10-23,none,none,4.7,NA,76,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS
U225,2015-07-14-D09-SO-29,2015-10-23,none,none,4,NA,73,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS
U226,2015-06-03-D10-SO-18,2015-10-23,none,none,15.5,NA,106,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS
U227,2015-06-03-D10-SO-13,2015-10-23,none,none,14.6,NA,109,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS
U228,2015-06-03-D10-SO-16,2015-10-23,none,none,11.2,NA,104,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS
U229,2015-06-03-D10-SO-11,2015-10-23,none,none,17.2,NA,115,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,DS
U256,2015-07-14-D09-SO-30,2015-10-23,none,none,6.9,NA,86,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS
U257,2015-06-03-D10-SO-15,2015-10-23,none,none,16.4,NA,117,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS
U258,2015-06-03-D10-SO-20,2015-10-23,none,none,16.8,NA,114,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS
U259,2015-06-03-D10-SO-19,2015-10-23,none,none,13.7,NA,106,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS
U260,2015-07-14-D09-SO-27,2015-10-23,none,none,5,NA,76,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,DS
U261,2015-07-14-D09-SO-18,2015-10-23,none,none,4.1,NA,72,NA,NA,RNA samples being sent to Miller lab for trial,NA,DS,full work-up 1,DS
U262,2015-07-14-D09-SO-26,2015-10-23,none,none,5.4,NA,80,NA,NA,RNA samples being sent to Miller lab for trial,NA,DS,full work-up 1,DS
U263,2015-06-03-D10-SO-14,2015-10-23,none,none,15.6,NA,110,NA,NA,RNA samples being sent to Miller lab for trial,NA,DS,full work-up 1,DS
U264,2015-06-03-D10-SO-12,2015-10-23,none,none,11.8,NA,100,NA,NA,RNA samples being sent to Miller lab for trial,NA,DS,full work-up 1,DS
U265,2015-06-03-D10-SO-17,2015-10-23,none,none,16.2,NA,112,NA,NA,RNA samples being sent to Miller lab for trial,NA,DS,full work-up 1,DS
U230,2015-05-19-D08-SO-12,2015-10-26,none,none,11.5,NA,104,NA,NA,RNA samples being sent to Miller lab for trial,Unidentified organism saved; parasite attached to gills,CK,full work-up 1,CK
U271,2015-06-04-D06-SO-15,2015-10-26,none,none,14,NA,109,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,CK
U272,2015-05-19-D08-SO-16,2015-10-26,none,none,6.9,NA,89,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,CK
U273,2015-05-19-D08-SO-13,2015-10-26,none,none,9.4,NA,96,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,CK
U274,2015-05-19-D08-SO-17,2015-10-26,none,none,9.6,NA,96,NA,NA,RNA samples being sent to Miller lab for trial,NA,KI,full work-up 1,CK
U281,2015-05-19-D08-SO-19,2015-10-26,none,none,8.9,NA,97,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,CK
U284,2015-05-19-D08-SO-20,2015-10-26,none,none,5.2,NA,76,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,CK
U285,2015-05-19-D08-SO-15,2015-10-26,none,none,9.2,NA,95,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,CK
U286,2015-05-19-D08-SO-14,2015-10-26,none,none,9.2,NA,94,NA,NA,RNA samples being sent to Miller lab for trial,NA,CK,full work-up 1,CK
U130,2015-06-04-D06-SO-2,2015-10-27,none,none,12.7,NA,106,NA,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,LP,full work-up 1,DS
U266,2015-06-04-D06-SO-6,2015-10-27,none,none,14.1,NA,108,NA,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment. 1 otolith retained",1 otolith retained,DS,full work-up 1,LP
U267,2015-06-04-D06-SO-1,2015-10-27,none,none,13.4,NA,105,NA,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,DS,full work-up 1,LP
U268,2015-05-15-D03-SO-11,2015-10-27,none,none,10.8,NA,95,NA,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,DS,full work-up 1,LP
U269,2015-05-15-D03-SO-13,2015-10-27,none,none,10.1,NA,104,NA,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,DS,full work-up 1,LP
U270,2015-05-15-D03-SO-17,2015-10-27,none,none,9.9,NA,96,NA,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,DS,full work-up 1,LP
U275,2015-06-04-D06-SO-5,2015-10-27,none,none,17.3,NA,119,NA,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,KI,full work-up 1,LP
U276,2015-06-04-D06-SO-4,2015-10-27,none,none,9.3,NA,97,NA,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment. One very clear cal cop. retained",One very clear cal cop. retained,KI,full work-up 1,LP
U277,2015-06-04-D06-SO-7,2015-10-27,none,none,13.6,NA,105,NA,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,KI,full work-up 1,LP
U278,2015-05-15-D03-SO-16,2015-10-27,none,none,13.3,NA,106,NA,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,KI,full work-up 1,LP
U279,2015-05-15-D03-SO-19,2015-10-27,none,none,12,NA,97,NA,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,KI,full work-up 1,LP
U287,2015-06-04-D06-SO-11,2015-10-27,none,none,14.7,NA,105,NA,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,CK,full work-up 1,LP
U288,2015-06-04-D06-SO-3,2015-10-27,none,none,9.8,NA,95,NA,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,CK,full work-up 1,LP
U289,2015-06-04-D06-SO-14,2015-10-27,none,none,11.9,NA,101,NA,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,CK,full work-up 1,LP
U290,2015-05-15-D03-SO-20,2015-10-27,none,none,NA,NA,104,NA,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,CK,full work-up 1,LP
U291,2015-05-15-D03-SO-15,2015-10-27,none,none,11.3,NA,100,NA,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,CK,full work-up 1,LP
U280,2015-05-15-D03-SO-18,2015-10-28,none,none,19.5,NA,120,NA,NA,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,KI,full work-up 1,CK
U292,2015-05-16-D07-SO-22,2015-10-28,none,none,22.5,NA,128,NA,NA,NA,NA,CK,full work-up 1,CK
U293,2015-05-16-D07-SO-26,2015-10-28,none,none,10.8,NA,95,NA,NA,Fork length approximate because fish was missinhgboth caudal lobes,NA,CK,full work-up 1,KI
U294,2015-05-16-D07-SO-25,2015-10-28,none,none,10.8,NA,103,NA,NA,NA,NA,CK,full work-up 1,KI
U295,2015-05-16-D07-SO-24,2015-10-28,none,none,11,NA,101,NA,NA,Head and tether of cal. chal b included into vial and counted as one indivual,very light liver,CK,full work-up 1,KI
U296,2015-05-16-D06-SO-17,2015-10-28,none,none,10.5,NA,99,NA,NA,NA,NA,CK,full work-up 1,KI
U297,2015-05-16-D06-SO-14,2015-10-28,none,none,7.5,NA,88,NA,NA,NA,NA,CK,full work-up 1,KI
U301,2015-05-16-D07-SO-27,2015-10-28,none,none,16,NA,116,NA,NA,NA,NA,KI,full work-up 1,CK
U302,2015-05-16-D07-SO-23,2015-10-28,none,none,9,NA,100,NA,NA,NA,NA,KI,full work-up 1,CK
U303,2015-05-16-D07-SO-28,2015-10-28,none,none,9.3,NA,94,NA,NA,1 squished cal chal a retained,NA,KI,full work-up 1,CK
U304,2015-05-16-D06-SO-19,2015-10-28,none,none,7.4,NA,89,NA,NA,NA,NA,KI,full work-up 1,CK
U305,2015-05-16-D06-SO-18,2015-10-28,none,none,13.2,NA,108,NA,NA,NA,NA,KI,full work-up 1,CK
U311,2015-05-16-D07-SO-29,2015-10-28,none,none,12.7,NA,104,NA,NA,NA,NA,DS,full work-up 1,CK
U312,2015-05-16-D07-SO-21,2015-10-28,none,none,12.9,NA,109,NA,NA,NA,NA,DS,full work-up 1,CK
U313,2015-05-16-D07-SO-30,2015-10-28,none,none,10.6,NA,99,NA,NA,NA,NA,DS,full work-up 1,CK
U315,2015-05-16-D06-SO-16,2015-10-28,none,none,18.4,NA,120,NA,NA,NA,NA,DS,full work-up 1,CK
U298,2015-05-16-D06-SO-15,2015-10-29,none,none,11.7,NA,101,NA,NA,NA,NA,CK,full work-up 1,LP
U299,2015-05-24-D09-SO-26,2015-10-29,none,none,15.3,NA,119,NA,NA,Louse numbers for this vial and for u300 were tallied on the wrong line on the data sheet so a mistake may have been made with tally (i realized and estimated what the numbers should have been),NA,CK,full work-up 1,LP
U300,2015-05-24-D09-SO-30,2015-10-29,none,none,7.7,NA,89,NA,NA,Louse numbers for this vial and for u299 were tallied on the wrong line on the data sheet so a mistake may have been made with tally (i realized and estimated what the numbers should have been),NA,CK,full work-up 1,LP
